e:
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.005911909362896988, 0.08664794797582034, 0.27706481650786263, 0.5869449207050889, 0.9531215460146896, 1.4125284567818335, 1.6705110790415147, 1.9147275615894768, 2.316306808047382, 2.784864209583745, 3.566431070401827]
[0.0, 0.03620015437255055, 0.21828129303677057, 0.5198256673661745, 0.8860022926757751, 1.345409203442919, 1.6033918257026005, 1.8392725783827402, 2.2408518248406457, 2.709409226377008, 3.490976087195091]
[0.0, 0.0, 0.05020466829244619, 0.2700772405425225, 0.6362538658521231, 1.0158185485177982, 1.2738011707774795, 1.5078523494797604, 1.9094315959376658, 2.3779889974740285, 3.1086030088475387]
[0.0, 0.0, 0.0, 0.04994046740682856, 0.29958470370797124, 0.642263392139621, 0.84397658608268, 1.0511915498991895, 1.4527707963570948, 1.9213281978934575, 2.531950571830549]
[0.0, 0.0, 0.0, 0.0, 0.08317137988585623, 0.3425485917880758, 0.5442617857311347, 0.7514767495476442, 1.1156966968904118, 1.5390994214847646, 2.1489342949495733]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.05947760968086917, 0.2049213753073057, 0.3562739715256902, 0.6467637031792653, 1.0034746509223293, 1.6133095243871378]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029696727628944986, 0.12518695624920453, 0.35002719216190825, 0.6863373252772973, 1.2928971955389286]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009931133393189566, 0.1591434074720129, 0.4764361091103195, 1.0073680175380704]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.028191625881303514, 0.2526553052033938, 0.6907581913149283]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08442559964748808, 0.4669160057319085]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12633281908365834]
